,count,percent
overall,978,1.0
untagged,8,0.0081799591002045
ungrouped,0,0.0
Opinion section,606,0.6247422680412371
Culture section,194,0.2
Other section,115,0.11855670103092783
Life section,30,0.030927835051546393
News section,14,0.01443298969072165
Blogs section,12,0.012371134020618556
